'	and,explain,reasoning,],[	0.003271312452852726,0.0030707400292158127,0.0026046582497656345,0.0018060478614643216,0.001783982734195888	0.003271312452852726	just,[CLS],,,),{	-0.008176511153578758,-0.00717896968126297,-0.0059330216608941555,-0.004810238257050514,-0.004779196809977293	-0.008176511153578758
.	[CLS],[SEP],],",:	0.013222381472587585,0.008455634117126465,0.0005484828725457191,0.00023898662766441703,0.00021646730601787567	0.013222381472587585	?,is,.,your,what	-0.008246604353189468,-0.006897889077663422,-0.006832413375377655,-0.006814182735979557,-0.006014704704284668	-0.008246604353189468
action	[SEP],[CLS],provide,actions,reasoning	0.01860201358795166,0.011578112840652466,0.0029954519122838974,0.002911895513534546,0.0008812760934233665	0.01860201358795166	next,?,ship,action,what	-0.008271090686321259,-0.007406808435916901,-0.0055408598855137825,-0.0054655373096466064,-0.005185595713555813	-0.008271090686321259
[CLS]	],don,you,t,(	0.002310647629201412,0.001923123374581337,0.001304824836552143,0.0011356056202203035,0.00035903765819966793	0.002310647629201412	[CLS],[SEP],raw,{,?	-0.008571013808250427,-0.008416920900344849,-0.006578011438250542,-0.005197828635573387,-0.004502600058913231	-0.008571013808250427
you	[SEP],response,raw,reward,[	0.006760001182556152,0.0037227915599942207,0.003574405098333955,0.00331925880163908,0.0028035335708409548	0.006760001182556152	you,delivery,?,be,must	-0.008719028905034065,-0.008031409233808517,-0.007210549432784319,-0.006401857361197472,-0.005989104509353638	-0.008719028905034065
"	[CLS],),t,4,)	0.014883734285831451,0.0030194087885320187,0.00301327183842659,0.0023108646273612976,0.0020837769843637943	0.014883734285831451	x,[SEP],{,:,=	-0.00883958488702774,-0.008400112390518188,-0.00784248672425747,-0.00596036110073328,-0.00574520556256175	-0.00883958488702774
'	[CLS],(,:,ship,you	0.0055460818111896515,0.0039590331725776196,0.0038780339527875185,0.0027074129320681095,0.0025789248757064342	0.0055460818111896515	response,:,',{,{	-0.008861344307661057,-0.007336154580116272,-0.006663260981440544,-0.006167437415570021,-0.00573642086237669	-0.008861344307661057
t	[,the,reasoning,],t	0.0031949561089277267,0.002811616286635399,0.0026415158063173294,0.0025409667287021875,0.0025218818336725235	0.0031949561089277267	just,?,,,any,{	-0.00897182710468769,-0.007576964795589447,-0.006946738343685865,-0.005530934780836105,-0.005308846477419138	-0.00897182710468769
what	.,is,what,provide,,	0.005906224250793457,0.002062767744064331,0.0019161198288202286,0.0008447053842246532,0.0006582066416740417	0.005906224250793457	?,[SEP],next,your,}	-0.008990582078695297,-0.0078754723072052,-0.005725715309381485,-0.004489405080676079,-0.003277042880654335	-0.008990582078695297
"	[CLS],s,",),and	0.009240098297595978,0.0022272872738540173,0.002063645049929619,0.0020036115311086178,0.0016281688585877419	0.009240098297595978	x,",",[SEP],"	-0.009125109761953354,-0.008185776881873608,-0.0067344773560762405,-0.006243810057640076,-0.0059342160820961	-0.009125109761953354
don	explain,),the,],don	0.005268555134534836,0.004869841039180756,0.0032650940120220184,0.003223016858100891,0.003189047798514366	0.005268555134534836	{,just,t,response,provide	-0.009274911135435104,-0.006616633385419846,-0.005480244755744934,-0.005307657178491354,-0.005103699862957001	-0.009274911135435104
##sing	',##sing,a,ship,parcel	0.006154872477054596,0.00470970943570137,0.0033235158771276474,0.003170386888086796,0.0031399307772517204	0.006154872477054596	[SEP],response,[CLS],carried,action	-0.009354040026664734,-0.0076629770919680595,-0.007596418261528015,-0.006708192639052868,-0.0046818493865430355	-0.009354040026664734
'	[CLS],[SEP],',[,{	0.011172786355018616,0.005308419466018677,0.002190330997109413,0.001993826823309064,0.001780279679223895	0.011172786355018616	don,,,t,any,just	-0.009356420487165451,-0.007316006347537041,-0.006056755781173706,-0.0047316038981080055,-0.004164013080298901	-0.009356420487165451
:	[CLS],",),d,down	0.008025065064430237,0.0030339471995830536,0.002673405921086669,0.0018237768672406673,0.0018230360001325607	0.008025065064430237	[SEP],response,{,',,	-0.009360045194625854,-0.007611938752233982,-0.006629878655076027,-0.006341097876429558,-0.005978597328066826	-0.009360045194625854
and	],reasoning,[SEP],[,comment	0.0034542116336524487,0.0025227032601833344,0.0021449029445648193,0.0015746349235996604,0.0013326983898878098	0.0034542116336524487	t,just,',,,.	-0.009361976757645607,-0.00601755827665329,-0.005981534719467163,-0.005822902545332909,-0.004514776170253754	-0.009361976757645607
'	ship,:,you,a,(	0.0033251671120524406,0.0024653985165059566,0.0022685686126351357,0.0021649301052093506,0.0018921829760074615	0.0033251671120524406	raw,[SEP],{,{,[	-0.009406287223100662,-0.007699131965637207,-0.006238608155399561,-0.005611485801637173,-0.005056020803749561	-0.009406287223100662
reasoning	the,explain,and,actions,you	0.0061362870037555695,0.003432445228099823,0.0032349340617656708,0.0012107596267014742,0.001029187347739935	0.0061362870037555695	[SEP],[CLS],.,?,'	-0.009434342384338379,-0.005282476544380188,-0.004550516605377197,-0.0038746793288737535,-0.002937832847237587	-0.009434342384338379
next	[CLS],action,provide,comment,:	0.0014963299036026,0.0014741495251655579,0.0009497394785284996,0.0006844950839877129,0.00026525789871811867	0.0014963299036026	?,what,.,ship,name	-0.0094695333391428,-0.00549076683819294,-0.004634704440832138,-0.0043998039327561855,-0.004202520474791527	-0.0094695333391428
:	[CLS],##by,[SEP],=,:	0.01825200393795967,0.007910208776593208,0.007280319929122925,0.006938883103430271,0.003927558660507202	0.01825200393795967	response,,,},{,}	-0.009592683054506779,-0.009432520717382431,-0.007471845019608736,-0.005857820622622967,-0.005793087184429169	-0.009592683054506779
your	you,[SEP],[CLS],provide,don	0.0047418177127838135,0.0038452893495559692,0.0037936940789222717,0.00257914699614048,0.0018812790513038635	0.0047418177127838135	your,?,your,what,agent	-0.009773071855306625,-0.008632168173789978,-0.00802074559032917,-0.0072426460683345795,-0.004992803558707237	-0.009773071855306625
"	[CLS],),),left,_	0.009575854986906052,0.004674250725656748,0.004017015919089317,0.0036268748808652163,0.0028955042362213135	0.009575854986906052	",[SEP],{,","	-0.009775698184967041,-0.009635105729103088,-0.009092050604522228,-0.009016180410981178,-0.007117457687854767	-0.009775698184967041
right	',',.,_,agent	0.009311161935329437,0.009271876886487007,0.006051136180758476,0.0015368498861789703,0.0013304634485393763	0.009311161935329437	r,l,left,[SEP],[CLS]	-0.009828399866819382,-0.009671599604189396,-0.008807290345430374,-0.008402794599533081,-0.0073051974177360535	-0.009828399866819382
t	[SEP],[CLS],t,[,{	0.016699686646461487,0.00909479334950447,0.007901279255747795,0.0025062584318220615,0.0019835103303194046	0.016699686646461487	any,don,add,',,	-0.009856251999735832,-0.008737776428461075,-0.00849948450922966,-0.007368553429841995,-0.005705161020159721	-0.009856251999735832
carried	parcel,parcel,be,you,=	0.014085234142839909,0.009267071262001991,0.0035831148270517588,0.0028289237525314093,0.002494466956704855	0.014085234142839909	[CLS],[SEP],carried,##sing,delivery	-0.009890034794807434,-0.009881049394607544,-0.008110467344522476,-0.004664071835577488,-0.004194038920104504	-0.009890034794807434
:	[CLS],[SEP],=,),)	0.0170583575963974,0.0051534175872802734,0.0038964974228292704,0.0026937879156321287,0.0018698906060308218	0.0170583575963974	},{,,,:,"	-0.010158458724617958,-0.010033074766397476,-0.007691372185945511,-0.0076291244477033615,-0.006783600896596909	-0.010158458724617958
?	[CLS],what,just,],action	0.0058759599924087524,0.0038063377141952515,0.0005691545084118843,0.0005541136488318443,0.0003696992062032223	0.0058759599924087524	[SEP],=,{,),:	-0.010209828615188599,-0.008150128647685051,-0.007364458870142698,-0.005616968963295221,-0.00502487039193511	-0.010209828615188599
on	[CLS],75,score,,,:	0.009807907044887543,0.0035555206704884768,0.002294763457030058,0.0022466720547527075,0.0021756694186478853	0.009807907044887543	[SEP],.,response,raw,ship	-0.010228544473648071,-0.006796590983867645,-0.006552116945385933,-0.00605095736682415,-0.005462056957185268	-0.010228544473648071
add	[CLS],explain,{,[,,	0.009566761553287506,0.001106632873415947,0.001032294356264174,0.0009886033367365599,0.0009781601838767529	0.009566761553287506	t,[SEP],don,add,,	-0.01030966080725193,-0.009954780340194702,-0.008835062384605408,-0.006545979529619217,-0.005510310642421246	-0.01030966080725193
that	your,actions,score,do,can	0.0030301623046398163,0.002346459310501814,0.002148266416043043,0.002092562848702073,0.002023151610046625	0.0030301623046398163	that,take,[SEP],in,the	-0.010435568168759346,-0.008915651589632034,-0.005268692970275879,-0.005035510286688805,-0.0037862397730350494	-0.010435568168759346
tile	s,your,parcel,is,reward	0.012583494186401367,0.005304638296365738,0.0034823203459382057,0.0026862621307373047,0.0007354230619966984	0.012583494186401367	[CLS],tile,[SEP],delivery,:	-0.010486848652362823,-0.009921913966536522,-0.007926762104034424,-0.006073963828384876,-0.004319263156503439	-0.010486848652362823
"	[CLS],p,[SEP],##0,s	0.008954443037509918,0.0055607277899980545,0.0045577287673950195,0.003589121624827385,0.0028755157254636288	0.008954443037509918	",,,x,","	-0.010584775358438492,-0.0071042440831661224,-0.007004983723163605,-0.005843739956617355,-0.00578294787555933	-0.010584775358438492
"	[CLS],p,",=,,	0.00786098837852478,0.007664401084184647,0.003527063876390457,0.0031626648269593716,0.0018268255516886711	0.00786098837852478	[SEP],",y,},"	-0.010623648762702942,-0.006789565086364746,-0.005366766359657049,-0.004621653351932764,-0.004250232595950365	-0.010623648762702942
10	[CLS],",10,null,)	0.005381777882575989,0.003407122567296028,0.003041565418243408,0.0023436639457941055,0.0020998732652515173	0.005381777882575989	:,0,3,id,'	-0.010671619325876236,-0.007075166329741478,-0.006767493672668934,-0.0066777062602341175,-0.005248812958598137	-0.010671619325876236
(	],',response,,,,	0.0067062294110655785,0.0036817463114857674,0.002908341819420457,0.00285858241841197,0.0025525810196995735	0.0067062294110655785	must,(,[CLS],),?	-0.01076338067650795,-0.010491874068975449,-0.009513426572084427,-0.00831107422709465,-0.007771512493491173	-0.01076338067650795
you	[CLS],:,you,the,:	0.01583760231733322,0.0032898124773055315,0.002600829117000103,0.002459055045619607,0.0019052710849791765	0.01583760231733322	can,actions,:,do,]	-0.010811127722263336,-0.008556496351957321,-0.007280990481376648,-0.0061817169189453125,-0.004268554970622063	-0.010811127722263336
:	actions,),],you,'	0.006370130460709333,0.004227673169225454,0.0041287667118012905,0.0031222132965922356,0.002929798560217023	0.006370130460709333	),?,=,[CLS],:	-0.01083611324429512,-0.00926436111330986,-0.007671833038330078,-0.007300477474927902,-0.006502125412225723	-0.01083611324429512
is	[CLS],is,action,','	0.005663655698299408,0.004109086003154516,0.0027621369808912277,0.0022479891777038574,0.0017027854919433594	0.005663655698299408	?,next,your,response,response	-0.010922115296125412,-0.0059329308569431305,-0.004356015473604202,-0.0037556993775069714,-0.0029783411882817745	-0.010922115296125412
"	[CLS],4,),t,right	0.010507266968488693,0.004408061504364014,0.0029780196491628885,0.002455569338053465,0.0019098272314295173	0.010507266968488693	:,x,",",.	-0.011063802987337112,-0.0075405314564704895,-0.006715741008520126,-0.0059427181258797646,-0.004982823505997658	-0.011063802987337112
response	[CLS],',parcel,,,"	0.005737699568271637,0.003744177520275116,0.0030571301467716694,0.0025450047105550766,0.0018478829879313707	0.005737699568271637	{,response,[SEP],:,raw	-0.011249291710555553,-0.011060594581067562,-0.005369424819946289,-0.005062926560640335,-0.004878292791545391	-0.011249291710555553
must	you,response,',[,##by	0.003500085324048996,0.0032053657341748476,0.0030586321372538805,0.002649799920618534,0.002512855688109994	0.003500085324048996	[SEP],must,true,delivery,be	-0.011348456144332886,-0.010539200156927109,-0.007919350638985634,-0.0072203949093818665,-0.006437711417675018	-0.011348456144332886
provide	[CLS],action,,,what,your	0.006301969289779663,0.0032933312468230724,0.000949912762735039,0.0007492350414395332,0.0007367823272943497	0.006301969289779663	action,,,name,.,just	-0.01159980520606041,-0.011097189038991928,-0.005938481539487839,-0.004688005894422531,-0.0038642659783363342	-0.01159980520606041
##ed	[CLS],score,75,##par,carried	0.00525086373090744,0.002690416993573308,0.0013952041044831276,0.0010419327300041914,0.0009708870202302933	0.00525086373090744	[SEP],.,{,##e,'	-0.011661797761917114,-0.00508820079267025,-0.0035983617417514324,-0.0031576016917824745,-0.003117762506008148	-0.011661797761917114
"	[CLS],[SEP],parcel,you,(	0.022009938955307007,0.004832595586776733,0.004700650926679373,0.00348167447373271,0.0029643333982676268	0.022009938955307007	,,carried,",0,'	-0.011813562363386154,-0.009053457528352737,-0.007953964173793793,-0.00681526493281126,-0.005839368794113398	-0.011813562363386154
,	[CLS],[SEP],],(,)	0.01080823689699173,0.009888887405395508,0.005192603915929794,0.003844945225864649,0.00381729518994689	0.01080823689699173	:,0,,,:,,	-0.011893726885318756,-0.01182735338807106,-0.011187897995114326,-0.010370997712016106,-0.009519528597593307	-0.011893726885318756
agent	left,agent,move,),##m	0.0059874639846384525,0.005210869014263153,0.003852101042866707,0.0035494209732860327,0.0024073775857686996	0.0059874639846384525	delivery,[SEP],.,ship,'	-0.012092910706996918,-0.009616196155548096,-0.007741155102849007,-0.007240115199238062,-0.006964417174458504	-0.012092910706996918
can	[CLS],the,',you,:	0.010296031832695007,0.0031588608399033546,0.002410663291811943,0.002072456991299987,0.001808389788493514	0.010296031832695007	do,actions,you,:,can	-0.01220010221004486,-0.011711964383721352,-0.01067962497472763,-0.008437881246209145,-0.005918323993682861	-0.01220010221004486
:	[CLS],",),",s	0.01223350316286087,0.004632952623069286,0.002975985873490572,0.002711299806833267,0.0022993036545813084	0.01223350316286087	[SEP],,,y,},:	-0.01243428885936737,-0.011924594640731812,-0.010384694673120975,-0.007738056592643261,-0.007683804724365473	-0.01243428885936737
a	reward,null,##by,response,raw	0.004882946610450745,0.0037512551061809063,0.0036799379158765078,0.003009272273629904,0.002762485295534134	0.004882946610450745	delivery,a,(,true,?	-0.012514254078269005,-0.007685719057917595,-0.006890607997775078,-0.006696296855807304,-0.006601381581276655	-0.012514254078269005
parcel	s,reward,parcel,your,carried	0.002271374687552452,0.0021450479980558157,0.0018320567905902863,0.0017537758685648441,0.0013626574072986841	0.002271374687552452	delivery,[CLS],[SEP],parcel,tile	-0.012586049735546112,-0.012088365852832794,-0.00715184211730957,-0.006255540996789932,-0.003949922975152731	-0.012586049735546112
id	u,in,you,",a	0.002638160716742277,0.002393267350271344,0.0023765957448631525,0.0022450871765613556,0.001863911165855825	0.002638160716742277	{,id,reward,.,'	-0.01272376999258995,-0.009244998916983604,-0.008228815160691738,-0.006063459441065788,-0.005764106288552284	-0.01272376999258995
just	[SEP],[CLS],your,you,action	0.010741233825683594,0.002596333622932434,0.0017823996022343636,0.0011745039373636246,0.0008629714138805866	0.010741233825683594	,,just,t,don,the	-0.013185381889343262,-0.009535325691103935,-0.006831193342804909,-0.005886301398277283,-0.004147781990468502	-0.013185381889343262
,	),[CLS],",s,:	0.003332431660965085,0.0030804239213466644,0.002951519563794136,0.0026403567753732204,0.0023680850863456726	0.003332431660965085	,,x,,,",[SEP]	-0.01321103423833847,-0.007973991334438324,-0.00777772068977356,-0.00596262514591217,-0.005446001887321472	-0.01321103423833847
"	[CLS],=,",),tile	0.02181418612599373,0.00489986315369606,0.004117677919566631,0.0033541149459779263,0.002653751987963915	0.02181418612599373	,,",{,:,"	-0.013267509639263153,-0.012889616191387177,-0.007746915332973003,-0.006738331168889999,-0.006700277328491211	-0.013267509639263153
:	(,a,must,you,"	0.003685812931507826,0.0035119957756251097,0.0032816329039633274,0.0030859066173434258,0.002930444199591875	0.003685812931507826	{,[,response,},response	-0.01355085801333189,-0.012231741100549698,-0.009093567728996277,-0.008252672851085663,-0.007856795564293861	-0.01355085801333189
:	[CLS],),t,right,)	0.007134579122066498,0.0038077328354120255,0.0032323719933629036,0.002140860538929701,0.0018262674566358328	0.007134579122066498	:,[SEP],,,:,{	-0.013558339327573776,-0.01009245216846466,-0.00970388948917389,-0.007710293401032686,-0.007346099242568016	-0.013558339327573776
"	[CLS],s,),your,in	0.01169714704155922,0.004020713269710541,0.0031917067244648933,0.0024626783560961485,0.0023936694487929344	0.01169714704155922	,,y,",",[SEP]	-0.013625938445329666,-0.010107815265655518,-0.008368555456399918,-0.007093649357557297,-0.006115064024925232	-0.013625938445329666
##by	parcel,parcel,ship,=,in	0.010776988230645657,0.006492478772997856,0.00433256896212697,0.004091286566108465,0.0034553008154034615	0.010776988230645657	carried,[SEP],##ssen,##sing,'	-0.01385151594877243,-0.010456353425979614,-0.005879719741642475,-0.005695447791367769,-0.005436880048364401	-0.01385151594877243
##cel	on,',',##7,parcel	0.005738198757171631,0.002730425912886858,0.00171362841501832,0.0013656155206263065,0.0013602464459836483	0.005738198757171631	[SEP],[CLS],##ssen,##par,carried	-0.013870835304260254,-0.013851165771484375,-0.008192673325538635,-0.007978737354278564,-0.005076447501778603	-0.013870835304260254
move	',',.,down,parcel	0.0054377056658267975,0.005177631974220276,0.0031557921320199966,0.0026663877069950104,0.001601379830390215	0.0054377056658267975	[SEP],up,u,move,actions	-0.01393580436706543,-0.013603650033473969,-0.008941447362303734,-0.00883047841489315,-0.006291329860687256	-0.01393580436706543
explain	the,reasoning,',##par,on	0.004350915551185608,0.0021297000348567963,0.0015846833121031523,0.0015655029565095901,0.0014840830117464066	0.004350915551185608	[CLS],[SEP],don,t,.	-0.014097757637500763,-0.009869813919067383,-0.005499791353940964,-0.00434996047988534,-0.004297614097595215	-0.014097757637500763
on	ship,raw,parcel,you,##par	0.009536758065223694,0.0061219222843647,0.006063283886760473,0.005430563353002071,0.005153052508831024	0.009536758065223694	[SEP],',raw,agent,response	-0.014262408018112183,-0.010913476347923279,-0.006206113379448652,-0.0061910394579172134,-0.005763907916843891	-0.014262408018112183
"	:,you,:,=,must	0.006928269751369953,0.003505922853946686,0.0031060921028256416,0.0026570875197649,0.002065046923235059	0.006928269751369953	[SEP],{,id,reward,"	-0.014262735843658447,-0.01005076989531517,-0.007701478898525238,-0.007362124975770712,-0.005901262629777193	-0.014262735843658447
'	',[CLS],,,score,:	0.0040055327117443085,0.003946825861930847,0.00225762277841568,0.0012799676042050123,0.0009523099288344383	0.0040055327117443085	',{,response,=,'	-0.014481667429208755,-0.014417489990592003,-0.006224311888217926,-0.005443127825856209,-0.004756085574626923	-0.014481667429208755
,	[SEP],[CLS],],##by,,	0.013164028525352478,0.007902942597866058,0.0029930840246379375,0.0008424798725172877,0.0008115095552057028	0.013164028525352478	just,provide,),,,'	-0.014496803283691406,-0.007941272109746933,-0.005955474451184273,-0.005784150213003159,-0.004336297512054443	-0.014496803283691406
your	s,is,score,tile,reward	0.0021988917142152786,0.00208892859518528,0.001958878245204687,0.00171612948179245,0.0015079951845109463	0.0021988917142152786	[SEP],[CLS],your,),.	-0.01461559534072876,-0.008512020111083984,-0.0050794947892427444,-0.003986049443483353,-0.0036675166338682175	-0.01461559534072876
:	[SEP],[CLS],:,','	0.022974520921707153,0.013900317251682281,0.0033576246351003647,0.002385895699262619,0.001962553709745407	0.022974520921707153	),:,:,u,:	-0.014623388648033142,-0.014105087146162987,-0.011728125624358654,-0.009813794866204262,-0.00968951266258955	-0.014623388648033142
ship	:,parcel,on,raw,)	0.0047749802470207214,0.003576822578907013,0.003281715326011181,0.0030168548692017794,0.0028948201797902584	0.0047749802470207214	[SEP],delivery,[CLS],ship,?	-0.014765799045562744,-0.013462158851325512,-0.00814078003168106,-0.008105609565973282,-0.005543872714042664	-0.014765799045562744
"	[CLS],:,s,a,)	0.012597206979990005,0.0029529593884944916,0.002775744069367647,0.002590366406366229,0.0025042137131094933	0.012597206979990005	[SEP],",y,0,"	-0.014806002378463745,-0.010195255279541016,-0.0076267048716545105,-0.0068203154951334,-0.006176901049911976	-0.014806002378463745
tile	a,in,reward,,,null	0.002951020374894142,0.0029055215418338776,0.0026474054902791977,0.001914694206789136,0.0018889554776251316	0.002951020374894142	[SEP],delivery,[CLS],tile,=	-0.014968037605285645,-0.008721197955310345,-0.006583184003829956,-0.006260240450501442,-0.005932928994297981	-0.014968037605285645
)	[,],,,explain,{	0.005058024078607559,0.0032368137035518885,0.00317531474865973,0.003079119138419628,0.0026609888300299644	0.005058024078607559	[SEP],{,=,(,[CLS]	-0.015122413635253906,-0.010245507583022118,-0.009187513962388039,-0.00897931307554245,-0.007993660867214203	-0.015122413635253906
the	parcel,actions,reward,you,the	0.005099336616694927,0.00402048509567976,0.0037410559598356485,0.003594005946069956,0.0027602901682257652	0.005099336616694927	the,parcel,that,take,:	-0.015287451446056366,-0.011203020811080933,-0.010495468974113464,-0.01044527068734169,-0.005935566499829292	-0.015287451446056366
do	[CLS],take,the,',that	0.01624319702386856,0.0027785245329141617,0.002177667338401079,0.0020031575113534927,0.001772159244865179	0.01624319702386856	:,actions,do,can,move	-0.01530485600233078,-0.014060717076063156,-0.008283022791147232,-0.007231898605823517,-0.006355436518788338	-0.01530485600233078
true	reward,:,##by,,,carried	0.003345406847074628,0.00268122972920537,0.002363697625696659,0.0020954469218850136,0.0015731964958831668	0.003345406847074628	[CLS],true,{,?,must	-0.015314415097236633,-0.013241810724139214,-0.0056743742898106575,-0.004780575633049011,-0.004560831002891064	-0.015314415097236633
x	p,s,d,your,)	0.006177042610943317,0.0024709843564778566,0.0022446357179433107,0.0016918019391596317,0.0015295299235731363	0.006177042610943317	x,[SEP],x,y,score	-0.015340828336775303,-0.01498270034790039,-0.011436989530920982,-0.009883688762784004,-0.00878821685910225	-0.015340828336775303
,	[CLS],),t,),"	0.006607212126255035,0.0031619546934962273,0.0017431685701012611,0.0016912778373807669,0.001683930866420269	0.006607212126255035	:,,,[SEP],:,.	-0.015378091484308243,-0.01129063405096531,-0.009856149554252625,-0.00894794799387455,-0.007592605426907539	-0.015378091484308243
,	",[CLS],raw,),'	0.006449863314628601,0.006296627223491669,0.0027247779071331024,0.0026106927543878555,0.002437977585941553	0.006449863314628601	[SEP],:,,,,,,	-0.015433058142662048,-0.011359566822648048,-0.010369658470153809,-0.009117377921938896,-0.008236218243837357	-0.015433058142662048
##m	ll,##m,left,agent,raw	0.00802159309387207,0.005153223872184753,0.004018266219645739,0.002448422834277153,0.0022125830873847008	0.00802159309387207	[SEP],_,[CLS],.,?	-0.015446245670318604,-0.005561653524637222,-0.005554072558879852,-0.005387051030993462,-0.004099674057215452	-0.015446245670318604
up	',',parcel,.,tile	0.0062406789511442184,0.005747031420469284,0.004021607339382172,0.003287041559815407,0.0030353348702192307	0.0062406789511442184	[SEP],move,up,:,u	-0.015513211488723755,-0.014560319483280182,-0.010749444365501404,-0.008902152068912983,-0.008334673941135406	-0.015513211488723755
down	[SEP],',',.,parcel	0.01039886474609375,0.007767055183649063,0.007470441982150078,0.004890725016593933,0.0025975587777793407	0.01039886474609375	move,down,up,),:	-0.015643440186977386,-0.012593783438205719,-0.008544247597455978,-0.0069463010877370834,-0.006408179644495249	-0.015643440186977386
be	[SEP],carried,reasoning,reward,##by	0.004045054316520691,0.0038164653815329075,0.0029997145757079124,0.002929607406258583,0.002713327296078205	0.004045054316520691	delivery,be,true,?,must	-0.016025997698307037,-0.008016012609004974,-0.007880209013819695,-0.004327996168285608,-0.0042312368750572205	-0.016025997698307037
,	[CLS],),),left,t	0.012201379984617233,0.005121322814375162,0.004597216844558716,0.002729100175201893,0.001886352663859725	0.012201379984617233	:,,,:,,,{	-0.01604643650352955,-0.014849035069346428,-0.010261071845889091,-0.008431224152445793,-0.00743793835863471	-0.01604643650352955
"	[CLS],reward,",),parcel	0.021624725311994553,0.0070191361010074615,0.002872474491596222,0.001585773192346096,0.0015722227981314063	0.021624725311994553	",[SEP],],10,:	-0.016121916472911835,-0.010241389274597168,-0.007393828593194485,-0.0067365579307079315,-0.004819419234991074	-0.016121916472911835
left	',',_,.,agent	0.006871549412608147,0.006571205332875252,0.004797967150807381,0.00381507258862257,0.003110928926616907	0.006871549412608147	[SEP],l,move,:,r	-0.016290724277496338,-0.012543363496661186,-0.010634616017341614,-0.010308763943612576,-0.00955691933631897	-0.016290724277496338
reward	true,reward,parcel,=,"	0.005609826650470495,0.004562150686979294,0.0036043873988091946,0.003022765275090933,0.002912744879722595	0.005609826650470495	[SEP],{,score,id,actions	-0.016296297311782837,-0.0062496233731508255,-0.006112442351877689,-0.006069717928767204,-0.0053046997636556625	-0.016296297311782837
4	",t,),right,"	0.0065289633348584175,0.0034103093203157187,0.0021823174320161343,0.0015603919746354222,0.0015178443863987923	0.0065289633348584175	3,[SEP],:,',.	-0.01645064726471901,-0.016003698110580444,-0.012216359376907349,-0.009620944038033485,-0.009296935051679611	-0.01645064726471901
